Full Name,Short Name,Date,Sell Price,Buy Price,Number of Purchases,Number of Sales
Ripple,XRP,2020-03-10 10:35:47.337197,100520.5,96943.91,755,329
Litecoin,LTC,2020-03-10 10:35:47.337197,35874.24,34683.74,524,135
Cardano,ADA,2020-03-10 10:35:47.337197,54479.53,53133.3,709,482
Polkadot,DOT,2020-03-10 10:35:47.337197,31457.59,30432.87,987,796
Binance Coin,BNB,2020-03-10 10:35:47.337197,51333.17,49954.06,184,132
Dogecoin,DOGE,2020-03-10 10:35:47.337197,5720.84,5591.77,153,511
Bitcoin,BTC,2020-03-11 10:35:47.337197,89448.53,87565.59,544,337
Ethereum,ETH,2020-03-11 10:35:47.337197,40854.29,40151.68,870,305
Ripple,XRP,2020-03-11 10:35:47.337197,23737.42,22971.92,274,572
Litecoin,LTC,2020-03-11 10:35:47.337197,1179.47,1154.78,697,104
Cardano,ADA,2020-03-11 10:35:47.337197,22777.54,22045.8,561,897
Polkadot,DOT,2020-03-11 10:35:47.337197,37693.87,37010.9,551,643
Binance Coin,BNB,2020-03-11 10:35:47.337197,47561.74,46941.66,919,162
Dogecoin,DOGE,2020-03-11 10:35:47.337197,7173.55,7081.75,580,95
Bitcoin,BTC,2020-03-12 10:35:47.337197,4061.08,3993.81,332,721
Ethereum,ETH,2020-03-12 10:35:47.337197,42368.12,40406.89,961,385
Ripple,XRP,2020-03-12 10:35:47.337197,59403.88,57604.65,313,465
Litecoin,LTC,2020-03-12 10:35:47.337197,676.14,666.5,315,505
Cardano,ADA,2020-03-12 10:35:47.337197,20252.07,19850.67,991,590
Polkadot,DOT,2020-03-12 10:35:47.337197,98595.22,95829.73,252,74
Binance Coin,BNB,2020-03-12 10:35:47.337197,74955.2,71412.51,546,656
Dogecoin,DOGE,2020-03-12 10:35:47.337197,42014.16,40466.21,681,383
Bitcoin,BTC,2020-03-13 10:35:47.337197,18287.78,17697.11,425,166
Ethereum,ETH,2020-03-13 10:35:47.337197,77623.18,75135.46,708,320
Ripple,XRP,2020-03-13 10:35:47.337197,27861.13,26818.24,113,786
Litecoin,LTC,2020-03-13 10:35:47.337197,15090.36,14642.92,767,609
Cardano,ADA,2020-03-13 10:35:47.337197,93416.45,90239.34,363,865
Polkadot,DOT,2020-03-13 10:35:47.337197,30957.37,30172.05,937,597
Binance Coin,BNB,2020-03-13 10:35:47.337197,45862.28,45382.7,957,244
Dogecoin,DOGE,2020-03-13 10:35:47.337197,115515.68,111434.57,519,621
Bitcoin,BTC,2020-03-14 10:35:47.337197,49945.23,49123.13,718,396
Ethereum,ETH,2020-03-14 10:35:47.337197,3208.34,3138.68,839,633
Ripple,XRP,2020-03-14 10:35:47.337197,23344.01,22910.19,831,420
Litecoin,LTC,2020-03-14 10:35:47.337197,39679.06,38078.27,737,725
Cardano,ADA,2020-03-14 10:35:47.337197,70966.07,69882.92,253,483
Polkadot,DOT,2020-03-14 10:35:47.337197,28909.25,28313.63,271,693
Binance Coin,BNB,2020-03-14 10:35:47.337197,93947.98,89792.52,982,281
Dogecoin,DOGE,2020-03-14 10:35:47.337197,57355.39,56681.17,988,115
Bitcoin,BTC,2020-03-15 10:35:47.337197,7826.2,7724.48,170,137
Ethereum,ETH,2020-03-15 10:35:47.337197,112999.57,107514.55,392,836
Ripple,XRP,2020-03-15 10:35:47.337197,35834.75,34515.4,838,315
Litecoin,LTC,2020-03-15 10:35:47.337197,77003.97,73702.6,536,232
Cardano,ADA,2020-03-15 10:35:47.337197,483.16,463.96,117,726
Polkadot,DOT,2020-03-15 10:35:47.337197,42933.23,42179.34,431,448
Binance Coin,BNB,2020-03-15 10:35:47.337197,81881.71,78680.99,186,892
Dogecoin,DOGE,2020-03-15 10:35:47.337197,43474.73,42152.91,534,305
Bitcoin,BTC,2020-03-16 10:35:47.337197,38212.53,37344.94,777,736
Ethereum,ETH,2020-03-16 10:35:47.337197,33761.21,33346.36,812,865
Ripple,XRP,2020-03-16 10:35:47.337197,46447.52,45242.2,926,646
Litecoin,LTC,2020-03-16 10:35:47.337197,73660.05,72818.19,450,161
Cardano,ADA,2020-03-16 10:35:47.337197,3924.68,3862.03,653,509
Polkadot,DOT,2020-03-16 10:35:47.337197,88550.75,87606.29,875,82
Binance Coin,BNB,2020-03-16 10:35:47.337197,80224.96,76291.45,758,582
Dogecoin,DOGE,2020-03-16 10:35:47.337197,16092.94,15639.46,834,553
Bitcoin,BTC,2020-03-17 10:35:47.337197,15702.5,15088.55,927,613
Ethereum,ETH,2020-03-17 10:35:47.337197,54713.46,53469.93,559,679
Ripple,XRP,2020-03-17 10:35:47.337197,25368.66,24882.33,999,243
Litecoin,LTC,2020-03-17 10:35:47.337197,18461.12,18249.43,649,193
Cardano,ADA,2020-03-17 10:35:47.337197,37317.31,35505.48,198,453
Polkadot,DOT,2020-03-17 10:35:47.337197,48743.43,46616.49,848,409
Binance Coin,BNB,2020-03-17 10:35:47.337197,14675.9,14431.28,514,486
Dogecoin,DOGE,2020-03-17 10:35:47.337197,5935.16,5747.18,920,451
Bitcoin,BTC,2020-03-18 10:35:47.337197,47608.0,45854.51,215,397
Ethereum,ETH,2020-03-18 10:35:47.337197,44201.83,42937.98,898,201
Ripple,XRP,2020-03-18 10:35:47.337197,71835.37,69536.1,571,399
Litecoin,LTC,2020-03-18 10:35:47.337197,19167.24,18862.75,299,610
Cardano,ADA,2020-03-18 10:35:47.337197,51889.66,49539.89,998,60
Polkadot,DOT,2020-03-18 10:35:47.337197,97112.5,95039.11,224,882
Binance Coin,BNB,2020-03-18 10:35:47.337197,13825.75,13629.55,726,717
Dogecoin,DOGE,2020-03-18 10:35:47.337197,58333.98,57472.76,244,384
Bitcoin,BTC,2020-03-19 10:35:47.337197,100197.2,96937.81,715,385
Ethereum,ETH,2020-03-19 10:35:47.337197,49463.83,48532.14,979,372
Ripple,XRP,2020-03-19 10:35:47.337197,69441.96,68352.69,884,344
Litecoin,LTC,2020-03-19 10:35:47.337197,40267.08,39121.26,759,658
Cardano,ADA,2020-03-19 10:35:47.337197,44466.23,43569.76,782,131
Polkadot,DOT,2020-03-19 10:35:47.337197,63815.34,61571.65,674,157
Binance Coin,BNB,2020-03-19 10:35:47.337197,14333.32,13895.69,998,406
Dogecoin,DOGE,2020-03-19 10:35:47.337197,18619.44,18432.04,191,556
Bitcoin,BTC,2020-03-20 10:35:47.337197,254.1,241.48,662,756
Ethereum,ETH,2020-03-20 10:35:47.337197,48283.3,47514.01,645,881
Ripple,XRP,2020-03-20 10:35:47.337197,23249.49,22951.89,376,856
Litecoin,LTC,2020-03-20 10:35:47.337197,10588.53,10420.93,837,223
Cardano,ADA,2020-03-20 10:35:47.337197,88094.46,84571.74,183,245
Polkadot,DOT,2020-03-20 10:35:47.337197,90897.05,89831.9,142,893
Binance Coin,BNB,2020-03-20 10:35:47.337197,57309.37,55776.36,947,385
Dogecoin,DOGE,2020-03-20 10:35:47.337197,67208.53,64665.94,649,404
Bitcoin,BTC,2020-03-21 10:35:47.337197,65626.22,64666.45,688,264
Ethereum,ETH,2020-03-21 10:35:47.337197,46793.42,45434.69,948,758
Ripple,XRP,2020-03-21 10:35:47.337197,20061.04,19271.65,766,694
Litecoin,LTC,2020-03-21 10:35:47.337197,53792.22,52044.61,115,791
Cardano,ADA,2020-03-21 10:35:47.337197,13638.22,13156.77,226,228
Polkadot,DOT,2020-03-21 10:35:47.337197,32379.6,31984.67,600,321
Binance Coin,BNB,2020-03-21 10:35:47.337197,70573.87,68309.01,356,347
Dogecoin,DOGE,2020-03-21 10:35:47.337197,59591.32,57134.65,796,521
Bitcoin,BTC,2020-03-22 10:35:47.337197,70220.61,67331.92,767,650
Ethereum,ETH,2020-03-22 10:35:47.337197,23137.92,22099.69,304,317
Ripple,XRP,2020-03-22 10:35:47.337197,3686.19,3637.89,411,465
Litecoin,LTC,2020-03-22 10:35:47.337197,22966.76,22052.7,438,86
Cardano,ADA,2020-03-22 10:35:47.337197,41453.6,41014.03,813,230
Polkadot,DOT,2020-03-22 10:35:47.337197,66993.7,64199.16,521,846
Binance Coin,BNB,2020-03-22 10:35:47.337197,13978.85,13387.79,384,412
Dogecoin,DOGE,2020-03-22 10:35:47.337197,74182.13,72691.31,572,250
Bitcoin,BTC,2020-03-23 10:35:47.337197,34423.48,34063.23,291,260
Ethereum,ETH,2020-03-23 10:35:47.337197,38784.76,37474.7,339,325
Ripple,XRP,2020-03-23 10:35:47.337197,55298.26,53755.85,347,800
Litecoin,LTC,2020-03-23 10:35:47.337197,28110.85,27389.87,896,329
Cardano,ADA,2020-03-23 10:35:47.337197,87623.74,83427.37,729,854
Polkadot,DOT,2020-03-23 10:35:47.337197,11432.32,11167.79,668,729
Binance Coin,BNB,2020-03-23 10:35:47.337197,19129.49,18232.86,627,763
Dogecoin,DOGE,2020-03-23 10:35:47.337197,23781.38,23065.55,516,868
Bitcoin,BTC,2020-03-24 10:35:47.337197,37637.27,36886.83,294,871
Ethereum,ETH,2020-03-24 10:35:47.337197,73363.88,70901.45,252,778
Ripple,XRP,2020-03-24 10:35:47.337197,74123.01,73348.82,283,404
Litecoin,LTC,2020-03-24 10:35:47.337197,35776.66,34102.1,315,655
Cardano,ADA,2020-03-24 10:35:47.337197,24097.01,23549.83,848,378
Polkadot,DOT,2020-03-24 10:35:47.337197,72274.07,71336.05,896,468
Binance Coin,BNB,2020-03-24 10:35:47.337197,31888.56,31241.8,383,875
Dogecoin,DOGE,2020-03-24 10:35:47.337197,70840.49,69908.48,598,178
Bitcoin,BTC,2020-03-25 10:35:47.337197,30318.66,29587.39,423,615
Ethereum,ETH,2020-03-25 10:35:47.337197,36485.1,35709.72,408,538
Ripple,XRP,2020-03-25 10:35:47.337197,28809.6,27397.21,490,676
Litecoin,LTC,2020-03-25 10:35:47.337197,70684.46,67589.56,570,67
Cardano,ADA,2020-03-25 10:35:47.337197,31476.65,31146.81,459,108
Polkadot,DOT,2020-03-25 10:35:47.337197,33912.51,32903.65,103,97
Binance Coin,BNB,2020-03-25 10:35:47.337197,68667.57,66721.72,688,406
Dogecoin,DOGE,2020-03-25 10:35:47.337197,3470.3,3362.81,275,323
Bitcoin,BTC,2020-03-26 10:35:47.337197,35999.94,35250.19,977,304
Ethereum,ETH,2020-03-26 10:35:47.337197,2454.48,2406.97,163,609
Ripple,XRP,2020-03-26 10:35:47.337197,41990.49,40837.87,845,50
Litecoin,LTC,2020-03-26 10:35:47.337197,26857.88,25560.5,503,563
Cardano,ADA,2020-03-26 10:35:47.337197,48525.28,47726.95,500,656
Polkadot,DOT,2020-03-26 10:35:47.337197,18176.54,17295.42,920,497
Binance Coin,BNB,2020-03-26 10:35:47.337197,55610.45,53171.2,942,489
Dogecoin,DOGE,2020-03-26 10:35:47.337197,60573.4,57897.6,368,466
Bitcoin,BTC,2020-03-27 10:35:47.337197,38131.77,37538.16,601,446
Ethereum,ETH,2020-03-27 10:35:47.337197,49066.99,46958.16,954,852
Ripple,XRP,2020-03-27 10:35:47.337197,24446.76,23745.86,623,234
Litecoin,LTC,2020-03-27 10:35:47.337197,94184.85,92703.07,254,356
Cardano,ADA,2020-03-27 10:35:47.337197,69012.25,66820.93,600,832
Polkadot,DOT,2020-03-27 10:35:47.337197,62315.48,60659.4,314,660
Binance Coin,BNB,2020-03-27 10:35:47.337197,3075.5,3019.94,188,555
Dogecoin,DOGE,2020-03-27 10:35:47.337197,41763.06,40671.73,420,94
Bitcoin,BTC,2020-03-28 10:35:47.337197,39814.26,38858.2,719,887
Ethereum,ETH,2020-03-28 10:35:47.337197,54706.57,53183.81,438,562
Ripple,XRP,2020-03-28 10:35:47.337197,49462.77,47800.39,555,317
Litecoin,LTC,2020-03-28 10:35:47.337197,29763.41,28282.66,731,144
Cardano,ADA,2020-03-28 10:35:47.337197,7432.26,7284.85,989,640
Polkadot,DOT,2020-03-28 10:35:47.337197,19988.5,19616.86,516,180
Binance Coin,BNB,2020-03-28 10:35:47.337197,38806.74,37385.11,459,606
Dogecoin,DOGE,2020-03-28 10:35:47.337197,38890.23,38465.84,479,191
Bitcoin,BTC,2020-03-29 10:35:47.337197,34102.19,33412.5,154,274
Ethereum,ETH,2020-03-29 10:35:47.337197,37470.71,36440.43,973,831
Ripple,XRP,2020-03-29 10:35:47.337197,49336.93,47052.57,471,74
Litecoin,LTC,2020-03-29 10:35:47.337197,65496.42,62894.6,934,218
Cardano,ADA,2020-03-29 10:35:47.337197,5261.08,5132.51,160,375
Polkadot,DOT,2020-03-29 10:35:47.337197,18789.62,17964.05,897,447
Binance Coin,BNB,2020-03-29 10:35:47.337197,9908.57,9496.5,828,631
Dogecoin,DOGE,2020-03-29 10:35:47.337197,25233.51,24096.32,850,96
Bitcoin,BTC,2020-03-30 10:35:47.337197,2751.01,2669.54,408,423
Ethereum,ETH,2020-03-30 10:35:47.337197,33471.2,32907.01,394,128
Ripple,XRP,2020-03-30 10:35:47.337197,58855.6,56561.58,460,375
Litecoin,LTC,2020-03-30 10:35:47.337197,13563.91,13158.63,319,533
Cardano,ADA,2020-03-30 10:35:47.337197,37503.89,36923.33,586,413
Polkadot,DOT,2020-03-30 10:35:47.337197,43240.52,42618.45,848,169
Binance Coin,BNB,2020-03-30 10:35:47.337197,16562.52,16146.05,223,294
Dogecoin,DOGE,2020-03-30 10:35:47.337197,3517.88,3442.09,592,752
Bitcoin,BTC,2020-03-31 10:35:47.337197,8569.03,8414.13,211,396
Ethereum,ETH,2020-03-31 10:35:47.337197,39180.46,37681.06,618,456
Ripple,XRP,2020-03-31 10:35:47.337197,62018.2,61339.81,142,304
Litecoin,LTC,2020-03-31 10:35:47.337197,106336.35,101193.17,913,417
Cardano,ADA,2020-03-31 10:35:47.337197,11795.1,11590.03,731,301
Polkadot,DOT,2020-03-31 10:35:47.337197,30984.72,29470.33,637,281
Binance Coin,BNB,2020-03-31 10:35:47.337197,16639.37,16110.38,453,701
Dogecoin,DOGE,2020-03-31 10:35:47.337197,80684.65,78259.21,809,514
Bitcoin,BTC,2020-04-01 10:35:47.337197,75935.83,73785.56,368,83
Ethereum,ETH,2020-04-01 10:35:47.337197,39445.6,38938.0,259,261
Ripple,XRP,2020-04-01 10:35:47.337197,4201.99,4094.71,133,207
Litecoin,LTC,2020-04-01 10:35:47.337197,62605.76,60437.95,798,842
Cardano,ADA,2020-04-01 10:35:47.337197,62194.13,61023.32,374,888
Polkadot,DOT,2020-04-01 10:35:47.337197,100225.71,97358.57,262,177
Binance Coin,BNB,2020-04-01 10:35:47.337197,3835.94,3781.18,466,476
Dogecoin,DOGE,2020-04-01 10:35:47.337197,37801.76,35936.24,464,208
Bitcoin,BTC,2020-04-02 10:35:47.337197,65726.37,64318.2,136,810
Ethereum,ETH,2020-04-02 10:35:47.337197,49375.79,48782.39,171,518
Ripple,XRP,2020-04-02 10:35:47.337197,58516.69,57705.87,834,178
Litecoin,LTC,2020-04-02 10:35:47.337197,54552.22,52056.47,634,378
Cardano,ADA,2020-04-02 10:35:47.337197,23957.91,23669.92,724,291
Polkadot,DOT,2020-04-02 10:35:47.337197,9582.51,9177.43,284,643
Binance Coin,BNB,2020-04-02 10:35:47.337197,68808.05,65785.31,307,173
Dogecoin,DOGE,2020-04-02 10:35:47.337197,6272.8,6112.93,297,852
Bitcoin,BTC,2020-04-03 10:35:47.337197,51949.74,50328.69,635,696
Ethereum,ETH,2020-04-03 10:35:47.337197,32033.78,31436.0,446,864
Ripple,XRP,2020-04-03 10:35:47.337197,67251.91,65003.5,585,464
Litecoin,LTC,2020-04-03 10:35:47.337197,55790.87,54593.66,316,497
Cardano,ADA,2020-04-03 10:35:47.337197,57544.28,55404.22,226,601
Polkadot,DOT,2020-04-03 10:35:47.337197,41160.76,40136.44,976,322
Binance Coin,BNB,2020-04-03 10:35:47.337197,5995.39,5745.32,789,61
Dogecoin,DOGE,2020-04-03 10:35:47.337197,52267.82,51304.53,234,492
Bitcoin,BTC,2020-04-04 10:35:47.337197,29493.68,29076.9,121,732
Ethereum,ETH,2020-04-04 10:35:47.337197,86357.99,82649.7,864,504
Ripple,XRP,2020-04-04 10:35:47.337197,74777.97,72401.97,192,184
Litecoin,LTC,2020-04-04 10:35:47.337197,18045.9,17300.32,745,250
Cardano,ADA,2020-04-04 10:35:47.337197,15808.12,15157.76,865,417
Polkadot,DOT,2020-04-04 10:35:47.337197,17687.89,16830.21,282,382
Binance Coin,BNB,2020-04-04 10:35:47.337197,102832.91,100168.38,291,454
Dogecoin,DOGE,2020-04-04 10:35:47.337197,84033.05,82914.88,933,411
Bitcoin,BTC,2020-04-05 10:35:47.337197,56930.71,54310.13,162,495
Ethereum,ETH,2020-04-05 10:35:47.337197,43240.45,42115.77,936,765
Ripple,XRP,2020-04-05 10:35:47.337197,22074.48,21785.3,380,535
Litecoin,LTC,2020-04-05 10:35:47.337197,24845.4,24359.47,453,740
Cardano,ADA,2020-04-05 10:35:47.337197,36227.27,35705.89,613,298
Polkadot,DOT,2020-04-05 10:35:47.337197,22180.83,21128.02,998,483
Binance Coin,BNB,2020-04-05 10:35:47.337197,19191.87,18331.4,256,166
Dogecoin,DOGE,2020-04-05 10:35:47.337197,44325.55,43611.4,117,103
Bitcoin,BTC,2020-04-06 10:35:47.337197,50068.1,47810.95,807,460
Ethereum,ETH,2020-04-06 10:35:47.337197,54729.37,54078.3,860,435
Ripple,XRP,2020-04-06 10:35:47.337197,30283.85,29092.52,307,576
Litecoin,LTC,2020-04-06 10:35:47.337197,31293.43,30463.45,111,406
Cardano,ADA,2020-04-06 10:35:47.337197,16213.39,15821.42,633,379
Polkadot,DOT,2020-04-06 10:35:47.337197,45222.9,44703.08,738,863
Binance Coin,BNB,2020-04-06 10:35:47.337197,17806.59,17415.46,862,753
Dogecoin,DOGE,2020-04-06 10:35:47.337197,18971.32,18104.34,480,649
Bitcoin,BTC,2020-04-07 10:35:47.337197,35828.19,35332.73,125,568
Ethereum,ETH,2020-04-07 10:35:47.337197,31066.57,30747.66,282,701
Ripple,XRP,2020-04-07 10:35:47.337197,7849.53,7706.63,692,560
Litecoin,LTC,2020-04-07 10:35:47.337197,48911.48,47827.54,604,189
Cardano,ADA,2020-04-07 10:35:47.337197,22983.97,22352.72,630,754
Polkadot,DOT,2020-04-07 10:35:47.337197,33083.01,32245.25,741,871
Binance Coin,BNB,2020-04-07 10:35:47.337197,38224.45,36891.94,864,302
Dogecoin,DOGE,2020-04-07 10:35:47.337197,69643.38,67328.51,867,393
Bitcoin,BTC,2020-04-08 10:35:47.337197,45048.33,42923.43,648,281
Ethereum,ETH,2020-04-08 10:35:47.337197,1764.22,1707.69,969,139
Ripple,XRP,2020-04-08 10:35:47.337197,15892.45,15587.53,831,733
Litecoin,LTC,2020-04-08 10:35:47.337197,24635.95,24366.06,482,567
Cardano,ADA,2020-04-08 10:35:47.337197,107727.68,105086.71,544,606
Polkadot,DOT,2020-04-08 10:35:47.337197,3433.05,3277.42,617,678
Binance Coin,BNB,2020-04-08 10:35:47.337197,64804.38,61723.6,734,890
Dogecoin,DOGE,2020-04-08 10:35:47.337197,76048.2,74590.36,375,657
Bitcoin,BTC,2020-04-09 10:35:47.337197,5036.84,4909.26,854,260
Ethereum,ETH,2020-04-09 10:35:47.337197,24561.73,23886.08,686,275
Ripple,XRP,2020-04-09 10:35:47.337197,1600.33,1579.2,609,654
Litecoin,LTC,2020-04-09 10:35:47.337197,47230.46,46086.47,253,851
Cardano,ADA,2020-04-09 10:35:47.337197,23689.38,23325.36,257,218
Polkadot,DOT,2020-04-09 10:35:47.337197,46781.45,45429.12,699,250
Binance Coin,BNB,2020-04-09 10:35:47.337197,21191.75,20314.5,601,553
Dogecoin,DOGE,2020-04-09 10:35:47.337197,26889.75,25783.17,637,100
Bitcoin,BTC,2020-04-10 10:35:47.337197,61194.5,59511.83,865,80
Ethereum,ETH,2020-04-10 10:35:47.337197,53692.46,53132.06,192,246
Ripple,XRP,2020-04-10 10:35:47.337197,20549.38,19998.44,114,854
Litecoin,LTC,2020-04-10 10:35:47.337197,39875.37,37983.84,672,714
Cardano,ADA,2020-04-10 10:35:47.337197,24649.29,23427.92,805,206
Polkadot,DOT,2020-04-10 10:35:47.337197,3652.02,3505.75,551,468
Binance Coin,BNB,2020-04-10 10:35:47.337197,59528.27,56849.23,891,637
Dogecoin,DOGE,2020-04-10 10:35:47.337197,6565.41,6400.26,888,269
Bitcoin,BTC,2020-04-11 10:35:47.337197,84105.48,82777.48,792,380
Ethereum,ETH,2020-04-11 10:35:47.337197,60050.36,57998.47,592,811
Ripple,XRP,2020-04-11 10:35:47.337197,37554.97,36396.88,865,686
Litecoin,LTC,2020-04-11 10:35:47.337197,40566.28,38649.81,254,152
Cardano,ADA,2020-04-11 10:35:47.337197,90932.63,88013.12,626,707
Polkadot,DOT,2020-04-11 10:35:47.337197,30298.29,29666.28,755,281
Binance Coin,BNB,2020-04-11 10:35:47.337197,11932.95,11449.05,873,672
Dogecoin,DOGE,2020-04-11 10:35:47.337197,61548.96,60027.53,125,181
Bitcoin,BTC,2020-04-12 10:35:47.337197,52234.43,50550.01,999,569
Ethereum,ETH,2020-04-12 10:35:47.337197,92591.77,90361.21,437,409
Ripple,XRP,2020-04-12 10:35:47.337197,977.6,958.67,357,215
Litecoin,LTC,2020-04-12 10:35:47.337197,63784.79,61056.56,251,597
Cardano,ADA,2020-04-12 10:35:47.337197,17839.77,17418.06,402,474
Polkadot,DOT,2020-04-12 10:35:47.337197,53050.53,51353.45,615,81
Binance Coin,BNB,2020-04-12 10:35:47.337197,22592.5,22281.54,762,620
Dogecoin,DOGE,2020-04-12 10:35:47.337197,21562.18,20847.48,987,799
Bitcoin,BTC,2020-04-13 10:35:47.337197,9217.09,9022.75,140,871
Ethereum,ETH,2020-04-13 10:35:47.337197,14559.99,14333.3,837,256
Ripple,XRP,2020-04-13 10:35:47.337197,6111.01,5851.19,748,738
Litecoin,LTC,2020-04-13 10:35:47.337197,41910.45,40173.02,711,80
Cardano,ADA,2020-04-13 10:35:47.337197,8586.64,8387.23,912,611
Polkadot,DOT,2020-04-13 10:35:47.337197,30503.2,29856.88,909,609
Binance Coin,BNB,2020-04-13 10:35:47.337197,10256.1,10033.32,448,636
Dogecoin,DOGE,2020-04-13 10:35:47.337197,66236.9,63910.88,371,673
Bitcoin,BTC,2020-04-14 10:35:47.337197,61013.94,59666.7,271,240
Ethereum,ETH,2020-04-14 10:35:47.337197,13919.25,13320.85,359,172
Ripple,XRP,2020-04-14 10:35:47.337197,80457.95,78592.18,658,324
Litecoin,LTC,2020-04-14 10:35:47.337197,15209.96,14687.01,449,315
Cardano,ADA,2020-04-14 10:35:47.337197,59440.65,57858.5,232,286
Polkadot,DOT,2020-04-14 10:35:47.337197,30153.15,28852.86,857,255
Binance Coin,BNB,2020-04-14 10:35:47.337197,14694.79,14270.9,556,571
Dogecoin,DOGE,2020-04-14 10:35:47.337197,13982.35,13821.07,575,307
Bitcoin,BTC,2020-04-15 10:35:47.337197,10054.43,9693.04,688,717
Ethereum,ETH,2020-04-15 10:35:47.337197,22623.3,21562.57,880,622
Ripple,XRP,2020-04-15 10:35:47.337197,53525.34,52341.01,181,820
Litecoin,LTC,2020-04-15 10:35:47.337197,115395.58,113498.69,566,584
Cardano,ADA,2020-04-15 10:35:47.337197,20018.88,19022.09,688,415
Polkadot,DOT,2020-04-15 10:35:47.337197,17437.63,17179.24,923,786
Binance Coin,BNB,2020-04-15 10:35:47.337197,67601.73,66889.2,963,310
Dogecoin,DOGE,2020-04-15 10:35:47.337197,56397.0,54973.51,442,435
Bitcoin,BTC,2020-04-16 10:35:47.337197,1519.99,1446.85,684,193
Ethereum,ETH,2020-04-16 10:35:47.337197,41600.91,40768.85,617,897
Ripple,XRP,2020-04-16 10:35:47.337197,77119.04,75549.07,888,290
Litecoin,LTC,2020-04-16 10:35:47.337197,85649.58,81829.24,356,263
Cardano,ADA,2020-04-16 10:35:47.337197,33278.9,32469.47,686,640
Polkadot,DOT,2020-04-16 10:35:47.337197,20094.62,19551.58,187,294
Binance Coin,BNB,2020-04-16 10:35:47.337197,4093.44,4050.47,595,851
Dogecoin,DOGE,2020-04-16 10:35:47.337197,28536.12,27303.7,194,644
Bitcoin,BTC,2020-04-17 10:35:47.337197,54000.28,51803.45,120,835
Ethereum,ETH,2020-04-17 10:35:47.337197,550.88,533.04,610,353
Ripple,XRP,2020-04-17 10:35:47.337197,53756.0,52495.61,317,344
Litecoin,LTC,2020-04-17 10:35:47.337197,47634.4,45572.86,110,618
Cardano,ADA,2020-04-17 10:35:47.337197,78857.17,77529.26,475,115
Polkadot,DOT,2020-04-17 10:35:47.337197,91328.58,89448.29,166,850
Binance Coin,BNB,2020-04-17 10:35:47.337197,106058.92,101305.46,113,636
Dogecoin,DOGE,2020-04-17 10:35:47.337197,60153.5,58260.13,740,464
Bitcoin,BTC,2020-04-18 10:35:47.337197,71124.89,70363.93,267,705
Ethereum,ETH,2020-04-18 10:35:47.337197,23815.98,22958.97,703,846
Ripple,XRP,2020-04-18 10:35:47.337197,53194.02,50724.05,399,356
Litecoin,LTC,2020-04-18 10:35:47.337197,76128.61,74906.33,391,791
Cardano,ADA,2020-04-18 10:35:47.337197,71791.12,70496.28,753,674
Polkadot,DOT,2020-04-18 10:35:47.337197,111939.23,108317.32,902,422
Binance Coin,BNB,2020-04-18 10:35:47.337197,79802.96,76374.98,407,277
Dogecoin,DOGE,2020-04-18 10:35:47.337197,85819.72,82593.26,216,663
Bitcoin,BTC,2020-04-19 10:35:47.337197,8837.87,8694.88,630,566
Ethereum,ETH,2020-04-19 10:35:47.337197,17040.85,16685.76,854,119
Ripple,XRP,2020-04-19 10:35:47.337197,67731.46,66475.63,971,807
Litecoin,LTC,2020-04-19 10:35:47.337197,77550.83,74847.49,229,757
Cardano,ADA,2020-04-19 10:35:47.337197,58078.1,55769.87,663,685
Polkadot,DOT,2020-04-19 10:35:47.337197,68452.95,65505.81,767,126
Binance Coin,BNB,2020-04-19 10:35:47.337197,16829.3,16400.71,796,636
Dogecoin,DOGE,2020-04-19 10:35:47.337197,12963.66,12448.35,127,160
Bitcoin,BTC,2020-04-20 10:35:47.337197,46237.36,43985.93,835,701
Ethereum,ETH,2020-04-20 10:35:47.337197,13623.35,13287.73,534,754
Ripple,XRP,2020-04-20 10:35:47.337197,113229.56,109843.36,765,671
Litecoin,LTC,2020-04-20 10:35:47.337197,36861.68,36044.29,745,681
Cardano,ADA,2020-04-20 10:35:47.337197,85701.78,82770.95,169,208
Polkadot,DOT,2020-04-20 10:35:47.337197,1024.45,994.54,639,350
Binance Coin,BNB,2020-04-20 10:35:47.337197,47383.79,45166.66,513,743
Dogecoin,DOGE,2020-04-20 10:35:47.337197,47444.21,45705.2,758,766
Bitcoin,BTC,2020-04-21 10:35:47.337197,22630.5,21659.75,835,501
Ethereum,ETH,2020-04-21 10:35:47.337197,12626.44,12090.74,483,139
Ripple,XRP,2020-04-21 10:35:47.337197,94482.58,92207.41,631,488
Litecoin,LTC,2020-04-21 10:35:47.337197,71554.16,70037.17,709,313
Cardano,ADA,2020-04-21 10:35:47.337197,21820.8,21514.71,364,588
